,path,gender,emotion,sgram_means
740,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-04-01-01-01-13.wav,male,sad,40.25005
741,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-04-01-01-02-13.wav,male,sad,27.29002
742,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-04-01-02-01-13.wav,male,sad,49.574295
743,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-04-01-02-02-13.wav,male,sad,36.965694
744,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-04-02-01-01-13.wav,male,sad,49.472755
745,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-04-02-01-02-13.wav,male,sad,37.68988
746,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-04-02-02-01-13.wav,male,sad,40.36651
747,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-04-02-02-02-13.wav,male,sad,35.650864
748,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-05-01-01-01-13.wav,male,angry,45.05582
749,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-05-01-01-02-13.wav,male,angry,49.122578
750,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-05-01-02-01-13.wav,male,angry,48.72739
751,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-05-01-02-02-13.wav,male,angry,51.543736
752,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-05-02-01-01-13.wav,male,angry,65.962494
753,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-05-02-01-02-13.wav,male,angry,59.435608
754,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-05-02-02-01-13.wav,male,angry,63.994743
755,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_13/03-01-05-02-02-02-13.wav,male,angry,67.46768
800,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-04-01-01-01-14.wav,female,sad,29.29954
801,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-04-01-01-02-14.wav,female,sad,34.7817
802,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-04-01-02-01-14.wav,female,sad,32.75846
803,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-04-01-02-02-14.wav,female,sad,33.436962
804,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-04-02-01-01-14.wav,female,sad,41.97541
805,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-04-02-01-02-14.wav,female,sad,36.49739
806,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-04-02-02-01-14.wav,female,sad,42.82612
807,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-04-02-02-02-14.wav,female,sad,43.98848
808,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-05-01-01-01-14.wav,female,angry,45.217606
809,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-05-01-01-02-14.wav,female,angry,48.524635
810,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-05-01-02-01-14.wav,female,angry,49.073284
811,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-05-01-02-02-14.wav,female,angry,48.52074
812,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-05-02-01-01-14.wav,female,angry,63.02366
813,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-05-02-01-02-14.wav,female,angry,59.843445
814,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-05-02-02-01-14.wav,female,angry,63.02216
815,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_14/03-01-05-02-02-02-14.wav,female,angry,59.853405
860,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-04-01-01-01-15.wav,male,sad,47.957
861,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-04-01-01-02-15.wav,male,sad,64.72749
862,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-04-01-02-01-15.wav,male,sad,52.957314
863,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-04-01-02-02-15.wav,male,sad,59.948128
864,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-04-02-01-01-15.wav,male,sad,46.10496
865,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-04-02-01-02-15.wav,male,sad,48.494446
866,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-04-02-02-01-15.wav,male,sad,55.60187
867,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-04-02-02-02-15.wav,male,sad,49.97784
868,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-05-01-01-01-15.wav,male,angry,54.23786
869,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-05-01-01-02-15.wav,male,angry,53.892426
870,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-05-01-02-01-15.wav,male,angry,51.22675
871,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-05-01-02-02-15.wav,male,angry,56.652077
872,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-05-02-01-01-15.wav,male,angry,59.06465
873,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-05-02-01-02-15.wav,male,angry,58.62076
874,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-05-02-02-01-15.wav,male,angry,55.172085
875,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_15/03-01-05-02-02-02-15.wav,male,angry,62.007
920,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-04-01-01-01-16.wav,female,sad,38.381195
921,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-04-01-01-02-16.wav,female,sad,34.711113
922,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-04-01-02-01-16.wav,female,sad,37.347275
923,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-04-01-02-02-16.wav,female,sad,36.12031
924,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-04-02-01-01-16.wav,female,sad,38.962566
925,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-04-02-01-02-16.wav,female,sad,37.163166
926,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-04-02-02-01-16.wav,female,sad,46.27687
927,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-04-02-02-02-16.wav,female,sad,39.132065
928,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-05-01-01-01-16.wav,female,angry,53.013355
929,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-05-01-01-02-16.wav,female,angry,55.446896
930,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-05-01-02-01-16.wav,female,angry,51.650326
931,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-05-01-02-02-16.wav,female,angry,54.103695
932,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-05-02-01-01-16.wav,female,angry,59.243385
933,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-05-02-01-02-16.wav,female,angry,60.896244
934,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-05-02-02-01-16.wav,female,angry,61.984234
935,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_16/03-01-05-02-02-02-16.wav,female,angry,58.98382
980,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-04-01-01-01-17.wav,male,sad,48.350227
981,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-04-01-01-02-17.wav,male,sad,61.34627
982,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-04-01-02-01-17.wav,male,sad,57.43209
983,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-04-01-02-02-17.wav,male,sad,42.545757
984,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-04-02-01-01-17.wav,male,sad,53.155163
985,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-04-02-01-02-17.wav,male,sad,55.889137
986,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-04-02-02-01-17.wav,male,sad,54.523632
987,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-04-02-02-02-17.wav,male,sad,63.72566
988,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-05-01-01-01-17.wav,male,angry,49.48065
989,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-05-01-01-02-17.wav,male,angry,51.18098
990,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-05-01-02-01-17.wav,male,angry,53.160427
991,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-05-01-02-02-17.wav,male,angry,58.667408
992,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-05-02-01-01-17.wav,male,angry,65.51243
993,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-05-02-01-02-17.wav,male,angry,64.98483
994,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-05-02-02-01-17.wav,male,angry,68.63149
995,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_17/03-01-05-02-02-02-17.wav,male,angry,66.07605
1040,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-04-01-01-01-18.wav,female,sad,38.94613
1041,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-04-01-01-02-18.wav,female,sad,37.789375
1042,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-04-01-02-01-18.wav,female,sad,35.59162
1043,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-04-01-02-02-18.wav,female,sad,37.469433
1044,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-04-02-01-01-18.wav,female,sad,48.786976
1045,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-04-02-01-02-18.wav,female,sad,50.741867
1046,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-04-02-02-01-18.wav,female,sad,49.81344
1047,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-04-02-02-02-18.wav,female,sad,50.245266
1048,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-05-01-01-01-18.wav,female,angry,49.23158
1049,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-05-01-01-02-18.wav,female,angry,43.738194
1050,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-05-01-02-01-18.wav,female,angry,50.64693
1051,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-05-01-02-02-18.wav,female,angry,46.942448
1052,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-05-02-01-01-18.wav,female,angry,64.31908
1053,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-05-02-01-02-18.wav,female,angry,65.21414
1054,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-05-02-02-01-18.wav,female,angry,64.67147
1055,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_18/03-01-05-02-02-02-18.wav,female,angry,64.06041
1100,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-04-01-01-01-19.wav,male,sad,46.27625
1101,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-04-01-01-02-19.wav,male,sad,48.50637
1102,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-04-01-02-01-19.wav,male,sad,53.379906
1103,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-04-01-02-02-19.wav,male,sad,37.28784
1104,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-04-02-01-01-19.wav,male,sad,49.5033
1105,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-04-02-01-02-19.wav,male,sad,74.53599
1106,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-04-02-02-01-19.wav,male,sad,45.258442
1107,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-04-02-02-02-19.wav,male,sad,46.85814
1108,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-05-01-01-01-19.wav,male,angry,51.79114
1109,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-05-01-01-02-19.wav,male,angry,58.662663
1110,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-05-01-02-01-19.wav,male,angry,45.827484
1111,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-05-01-02-02-19.wav,male,angry,80.39961
1112,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-05-02-01-01-19.wav,male,angry,64.26768
1113,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-05-02-01-02-19.wav,male,angry,66.33993
1114,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-05-02-02-01-19.wav,male,angry,68.70195
1115,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_19/03-01-05-02-02-02-19.wav,male,angry,61.957176
1160,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-04-01-01-01-20.wav,female,sad,25.552362
1161,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-04-01-01-02-20.wav,female,sad,19.851221
1162,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-04-01-02-01-20.wav,female,sad,23.554722
1163,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-04-01-02-02-20.wav,female,sad,21.44572
1164,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-04-02-01-01-20.wav,female,sad,35.1201
1165,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-04-02-01-02-20.wav,female,sad,50.989384
1166,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-04-02-02-01-20.wav,female,sad,32.80234
1167,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-04-02-02-02-20.wav,female,sad,48.565205
1168,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-05-01-01-01-20.wav,female,angry,34.99178
1169,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-05-01-01-02-20.wav,female,angry,48.277267
1170,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-05-01-02-01-20.wav,female,angry,39.648426
1171,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-05-01-02-02-20.wav,female,angry,47.921825
1172,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-05-02-01-01-20.wav,female,angry,52.765423
1173,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-05-02-01-02-20.wav,female,angry,61.89069
1174,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-05-02-02-01-20.wav,female,angry,65.682014
1175,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_20/03-01-05-02-02-02-20.wav,female,angry,56.293728
1220,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-04-01-01-01-21.wav,male,sad,38.68479
1221,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-04-01-01-02-21.wav,male,sad,43.11846
1222,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-04-01-02-01-21.wav,male,sad,40.298676
1223,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-04-01-02-02-21.wav,male,sad,44.606388
1224,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-04-02-01-01-21.wav,male,sad,52.608982
1225,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-04-02-01-02-21.wav,male,sad,51.003296
1226,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-04-02-02-01-21.wav,male,sad,50.25141
1227,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-04-02-02-02-21.wav,male,sad,47.706497
1228,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-05-01-01-01-21.wav,male,angry,56.6412
1229,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-05-01-01-02-21.wav,male,angry,57.797047
1230,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-05-01-02-01-21.wav,male,angry,61.17659
1231,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-05-01-02-02-21.wav,male,angry,59.256138
1232,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-05-02-01-01-21.wav,male,angry,64.72618
1233,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-05-02-01-02-21.wav,male,angry,61.87184
1234,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-05-02-02-01-21.wav,male,angry,62.02858
1235,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_21/03-01-05-02-02-02-21.wav,male,angry,63.898922
1280,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-04-01-01-01-22.wav,female,sad,35.4454
1281,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-04-01-01-02-22.wav,female,sad,37.485523
1282,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-04-01-02-01-22.wav,female,sad,40.881973
1283,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-04-01-02-02-22.wav,female,sad,37.20203
1284,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-04-02-01-01-22.wav,female,sad,39.755188
1285,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-04-02-01-02-22.wav,female,sad,40.154606
1286,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-04-02-02-01-22.wav,female,sad,39.831005
1287,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-04-02-02-02-22.wav,female,sad,43.898426
1288,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-05-01-01-01-22.wav,female,angry,43.910393
1289,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-05-01-01-02-22.wav,female,angry,41.92669
1290,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-05-01-02-01-22.wav,female,angry,44.089863
1291,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-05-01-02-02-22.wav,female,angry,45.368397
1292,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-05-02-01-01-22.wav,female,angry,53.672523
1293,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-05-02-01-02-22.wav,female,angry,53.430008
1294,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-05-02-02-01-22.wav,female,angry,58.189224
1295,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_22/03-01-05-02-02-02-22.wav,female,angry,56.883663
1340,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-04-01-01-01-23.wav,male,sad,35.92108
1341,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-04-01-01-02-23.wav,male,sad,36.93583
1342,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-04-01-02-01-23.wav,male,sad,41.08446
1343,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-04-01-02-02-23.wav,male,sad,40.105774
1344,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-04-02-01-01-23.wav,male,sad,41.73542
1345,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-04-02-01-02-23.wav,male,sad,40.84054
1346,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-04-02-02-01-23.wav,male,sad,40.18304
1347,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-04-02-02-02-23.wav,male,sad,40.467472
1348,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-05-01-01-01-23.wav,male,angry,54.61441
1349,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-05-01-01-02-23.wav,male,angry,54.742874
1350,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-05-01-02-01-23.wav,male,angry,54.26298
1351,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-05-01-02-02-23.wav,male,angry,54.62852
1352,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-05-02-01-01-23.wav,male,angry,62.72626
1353,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-05-02-01-02-23.wav,male,angry,62.842674
1354,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-05-02-02-01-23.wav,male,angry,65.12017
1355,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_23/03-01-05-02-02-02-23.wav,male,angry,63.320045
1400,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-04-01-01-01-24.wav,female,sad,32.496613
1401,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-04-01-01-02-24.wav,female,sad,29.060186
1402,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-04-01-02-01-24.wav,female,sad,34.561428
1403,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-04-01-02-02-24.wav,female,sad,32.59528
1404,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-04-02-01-01-24.wav,female,sad,46.42925
1405,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-04-02-01-02-24.wav,female,sad,45.076374
1406,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-04-02-02-01-24.wav,female,sad,42.713745
1407,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-04-02-02-02-24.wav,female,sad,35.104336
1408,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-05-01-01-01-24.wav,female,angry,52.694942
1409,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-05-01-01-02-24.wav,female,angry,53.825443
1410,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-05-01-02-01-24.wav,female,angry,51.293068
1411,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-05-01-02-02-24.wav,female,angry,50.98173
1412,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-05-02-01-01-24.wav,female,angry,59.086357
1413,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-05-02-01-02-24.wav,female,angry,56.198036
1414,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-05-02-02-01-24.wav,female,angry,53.35379
1415,C:\Users\nrahm\emotion-from-speech\data/raw/ravdess_audios/Actor_24/03-01-05-02-02-02-24.wav,female,angry,52.89896
